fdid,fire_dept_name,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,org_type,website,no_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,nonfirefighting_civilian,nonfirefighting_volunteer,primary_agency_for_em
"15071","Myakka City Fire District","26636 State RD 70 E","","Myakka City","FL","34251-8028","26636 State RD 70 E","","","Myakka City","FL","34251-8028","941-322-6525","941-322-6526","MANATEE                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.myakkafire.org/","2","9","7","5","1","0","No"
"64042","Naples Fire Department","355 Riverside CIR","","Naples","FL","34102","355 Riverside CIR","","","Naples","FL","34102","(239) 213-4900","(239) 213-4907","COLLIER                  ","Career","Local (includes career  combination  and volunteer)","https://www.naplesfire.com","3","55","0","0","4","0",""
"N6001","NAS Regional Fire & Emergency Services","190 Radford BLVD","Naval Air Station Pensacola","Pensacola","FL","32508","190 Radford BLVD","Naval Air Station Pensacola","","Pensacola","FL","32508","(850) 452-2896","(850) 452-2834","ESCAMBIA                 ","Career","Federal government (Department of Defense)","","5","128","0","0","3","0",""
"41022","Nassau County Fire Rescue","96160 Nassau PL","","Yulee","FL","32097-8626","96160 Nassau PL","","","Yulee","FL","32097-8626","904-491-7525","904-321-5748","NASSAU                   ","Mostly Career","Local (includes career  combination  and volunteer)","","7","98","10","0","3","0","No"
"41015","Nassau Oaks Volunteer Fire Department  Inc.","56300 Nassau Oaks DR","","Callahan","FL","32011","56300 Nassau Oaks DR","","","Callahan","FL","32011-8353","904-879-3577","","NASSAU                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","18","0","0","3","Yes"
"N2021","Naval Air Station Key West  Fire & Emergency Services","Bldg. C-1","Trumbo Point","Key West","FL","33040","","","PO Box 9043","Key West","FL","33040-9043","305-293-5810","","MONROE                   ","Career","Federal government (Department of Defense)","","3","60","0","0","2","0","No"
"N5054","Naval Air Station Whiting Field Fire Department","7085 Langley ST","","Milton ","FL","32570","7085 Langley ST","","","Milton ","FL","32570","(850) 623-7331","(850) 623-7794","SANTA ROSA               ","Career","Federal government (Department of Defense)","","14","175","0","0","3","0",""
"N2019","Naval Station Mayport Fire and Emergency Service","Maine ST","PO Box 280031","Jacksonville","FL","32228","","","PO Box 280031","Jacksonville","FL","32228-0031","904-270-7632","904-270-6192","DUVAL                    ","Career","Federal government (Department of Defense)","","2","47","0","0","0","0","No"
"33161","Navarre Beach Fire Department","1413 Utility DR","","Navarre","FL","32566","1413 Utiltiy DR","","","Navarre","FL","32566-7153","850-939-2448","850-936-7552","SANTA ROSA               ","Mostly Career","Local (includes career  combination  and volunteer)","https://navarrebeachfire.org/","1","8","2","0","0","0","No"
"58081","Nettle Ridge Volunteer Fire Department","20761 NE Gum ST","","Blountstown","FL","32424","19157 NE Elijah Morris RD","","","Blountstown","FL","32424-4327","850-674-4854","","CALHOUN                  ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","10","0","0","6","No"
"51041","New Hope Volunteer Fire Department","1969 HWY 2","","Westville","FL","32464-3029","1969 HWY 2","","","Westville","FL","32464-3029","(850) 956-2626","(850) 956-4542","HOLMES                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","9","0","0","1",""
"28012","New Port Richey Fire Department","5919 Main ST","","New Port Richey","FL","34652-2715","5919 Main ST","","","New Port Richey","FL","34652-2715","727-853-1032","727-853-1034","PASCO                    ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.cityofnewportrichey.org/","2","23","0","10","2","0","Yes"
"08062","New Smyrna Beach Fire Department","1400 State Road 44","","New Smyrna Beach","FL","32168","1400 State Road 44","","","New Smyrna Beach","FL","32168","386-402-8125","386-424-2166","VOLUSIA                  ","Career","Local (includes career  combination  and volunteer)","https://cityofnsb.com","4","39","0","0","2","0","Yes"
"11021","Newberry Fire Department","310 NW 250TH ST","","Newberry","FL","32669-3404","310 NW 250TH ST","","","Newberry","FL","32669-3404","352-472-2150","352-472-2130","ALACHUA                  ","Career","Local (includes career  combination  and volunteer)","https://www.ci.newberry.fl.us/","1","16","0","0","0","0","Yes"
"43072","Niceville Fire Department","216 Partin DR N","","Niceville","FL","32578-1244","216 Partin DR N","","","Niceville","FL","32578-1244","850-729-4050","850-729-4051","OKALOOSA                 ","Mostly Career","Local (includes career  combination  and volunteer)","https://cityofniceville.org/","1","13","2","0","1","1","No"
"16011","Nokomis Volunteer Fire Department","111 Pavonia RD","PO Box 416","Nokomis","FL","34275","111 Pavonia RD","","PO Box 416","Nokomis","FL","34275","(941) 488-8855","(941) 483-4202","SARASOTA                 ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://NVFD.ORG","1","2","38","0","1","3",""
"43102","North Bay Fire Control District","1024 White Point RD","","Niceville","FL","32578-4218","1024 White Point RD","","","Niceville","FL","32578-4218","850-897-3689","850-897-6051","OKALOOSA                 ","Career","Local (includes career  combination  and volunteer)","https://www.northbayfd.org/","1","13","0","0","1","0","No"
"18062","North Fort Myers Fire Control and Rescue Service District","2900 Trail Dairy CIR","","North Fort Myers","FL","33917","","","PO Box 3507","North Fort Myers","FL","33918-3507","239-997-8654","239-995-3757","LEE                      ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.northfortmyersfire.com/","3","45","18","0","4","0","No"
"10132","North Lauderdale Fire Rescue","6151 Bailey RD","","North Lauderdale","FL","33068","6151 Bailey RD","","","North Lauderdale","FL","33068-4939","954-720-4315","954-979-5982","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","","2","42","0","0","1","0","Yes"
"64032","North Naples Fire Control and Rescue District","1885 Veterans Park DR","","Naples","FL","34109","1885 Veterans Park DR","","","Naples","FL","34109-0492","239-597-3222","239-597-7082","COLLIER                  ","Career","Local (includes career  combination  and volunteer)","https://www.northnaplesfire.com","7","140","0","0","16","0","Yes"
"43210","North Okaloosa Fire District","NOFD Station 82","5549 John Givens RD","Crestview","FL","32539","","","PO Box 973","Crestview","FL","32536-0973","850-682-1808","850-682-2814","OKALOOSA                 ","Mostly Career","Special Fire District","https://northokaloosafiredistrict.com/","4","21","3","2","1","4","No"
"06102","North Palm Beach Fire Rescue","560 US HWY 1","","North Palm Beach","FL","33408-4902","560 US HWY 1","","","North Palm Beach","FL","33408-4902","(561) 848-2525","(561) 881-5708","PALM BEACH               ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.npbdps.org","2","25","12","0","2","0",""
"16021","North Port Fire Rescue District","4980 City Center BLVD","","North Port","FL","34286-8037","4980 City Center BLVD","","","North Port","FL","34286-8037","941-240-8150","941-240-8182","SARASOTA                 ","Career","Local (includes career  combination  and volunteer)","https://www.cityofnorthport.com/index.aspx?page=416","5","84","0","0","8","0","Yes"
"15092","North River Fire District","1225 14TH AVE W","","Palmetto","FL","34221","1225 14TH AVE W","","","Palmetto","FL","34221-2925","941-721-6700","941-721-6701","MANATEE                  ","Mostly Career","Local (includes career  combination  and volunteer)","","5","49","0","9","4","0","No"
"10182","Oakland Park Fire Rescue","2100 NW 39TH ST","","Oakland Park","FL","33309-6200","2100 NW 39TH ST","","","Oakland Park","FL","33309-6200","954-630-4550","954-497-4107","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","","3","67","0","0","2","0","Yes"
"14062","Ocala Fire Rescue","410 NE 3rd ST","","Ocala","FL","34470-5857","410 NE 3rd ST","","","Ocala","FL","34470-5857","352-629-8513","352-629-8507","MARION                   ","Career","Local (includes career  combination  and volunteer)","https://www.ocalafl.org","6","134","0","0","12","0",""
"43042","Ocean City Wright Fire District","2 Racetrack RD NE","","Fort Walton Beach","FL","32547-1801","2 Racetrack RD NE","","","Fort Walton Beach","FL","32547-1801","850-862-1185","850-862-6224","OKALOOSA                 ","Career","Local (includes career  combination  and volunteer)","","3","44","0","0","2","0","No"
"38022","Ocean Reef Fire Department","110 Anchor DR","","Key Largo","FL","33037-5260","110 Anchor DR","","","Key Largo","FL","33037-5260","305-367-2222","305-367-3139","MONROE                   ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","5","36","0","5","0","Yes"
"65071","Ochlockonee Bay Volunteer Fire Department","19 Wakulla CIR","","Panacea","FL","32346","","","PO Box 101","Panacea","FL","32346-0101","850-984-5687","850-984-5687","WAKULLA                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","8","0","0","8","No"
"64011","Ochopee Fire Control District Station 61","201 Buckner AVE","","Ochopee","FL","34139","","","PO Box 70","Everglades City","FL","34139-0070","239-695-4114","239-695-3473","COLLIER                  ","Mostly Career","Local (includes career  combination  and volunteer)","","4","23","4","2","1","2","No"
"07202","Ocoee Fire Department Station 25","563 S Bluford AVE","","Ocoee","FL","34761-2715","563 S Bluford AVE","","","Ocoee","FL","34761-2715","407-905-3140","407-905-3129","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","https://www.ocoee.org/Departments/Fire/","4","50","0","0","2","0","Yes"
"43092","Okaloosa Island Fire District","104 Santa Rosa BLVD","","Fort Walton Beach","FL","32548","104 Santa Rosa BLVD","","","Fort Walton Beach","FL","32548-6158","850-244-5373","850-244-3911","OKALOOSA                 ","Career","Local (includes career  combination  and volunteer)","","1","20","0","0","1","0","No"
"57012","Okeechobee County Fire Rescue","707 NW 6TH ST","","Okeechobee","FL","34972-2509","707 NW 6TH ST","","","Okeechobee","FL","34972-2509","863-763-5544","863-763-4565","OKEECHOBEE               ","Mostly Career","Local (includes career  combination  and volunteer)","","4","38","16","0","2","4","Yes"
"57022","Okeechobee Fire Department","55 SE Third AVE","","Okeechobee","FL","34974","55 SE Third AVE","","","Okeechobee","FL","34974","(863) 467-1586","","OKEECHOBEE               ","Mostly Career","Local (includes career  combination  and volunteer)","","1","11","8","0","0","0",""
"04032","Oldsmar Fire  Rescue","225 Pine AVE N","","Oldsmar","FL","34677","225 Pine AVE N","","","Oldsmar","FL","34677-4630","813-749-1200","813-891-6814","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://www.myoldsmar.com/172/Fire-Rescue","1","20","0","0","3","0","Yes"
"08092","Orange City Fire Department","215 N Holly AVE","","Orange City","FL","32763-5255","215 N Holly AVE","","","Orange City","FL","32763-5255","386-775-5460","386-775-5469","VOLUSIA                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.ourorangecity.com/","3","31","0","19","1","10","Yes"
"07252","Orange County Fire Rescue Department","6590 Amory CT","","Winter Park","FL","32792","","","PO Box 5879","Winter Park","FL","32793-5879","407-836-9000","407-836-9106","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","https://www.orangecountyfl.net/","41","1001","0","0","172","0","Yes"
"50091","Orange Hill Volunteer Fire Department","1927 Orange Hill RD","","Chipley","FL","32428","1927 Orange Hill RD","","","Chipley","FL","32428","850-415-1100","850-415-1100","WASHINGTON               ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","0",""
"48012","Orange Park Fire Department","2025 Smith ST","","Orange Park","FL","32073","2025 Smith ST","","","Orange Park","FL","32073-5579","904-264-3411","904-278-3040","CLAY                     ","Career","Local (includes career  combination  and volunteer)","https://www.orangeparkfire.com/","1","20","0","0","0","0","Yes"
"07212","Orlando Fire Department","78 W Central BLVD","","Orlando","FL","32801-2457","78 W Central BLVD","","","Orlando","FL","32801-2457","407-246-2390","407-246-2758","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","http://www.cityoforlando.net/fire/","17","560","0","0","67","0","Yes"
"07242","Orlando International Airport Fire-Rescue","One Airport BLVD","","Orlando","FL","32827-4399","One Airport BLVD","","","Orlando","FL","32827-4399","(407) 825-3038","(407) 855-6753","ORANGE                   ","Career","State government","https://www.orlandoairports.net","3","67","0","0","1","0",""
"08012","Ormond Beach Fire Department","364 S Atlantic AVE","","Ormond Beach","FL","32176-8148","364 S Atlantic AVE","","","Ormond Beach","FL","32176-8148","386-676-3255","386-676-3564","VOLUSIA                  ","Career","Local (includes career  combination  and volunteer)","","4","46","0","0","1","0","No"
"26032","Osceola County Department of Fire Rescue and EMS","320 N Beaumont AVE","","Kissimmee","FL","34741","320 N Beaumont AVE","","","Kissimmee","FL","34741-5125","407-742-7000","407-742-6868","OSCEOLA                  ","Career","Local (includes career  combination  and volunteer)","","16","320","0","0","20","0","No"
"66012","Overstreet Volunteer Fire Department","314 Firehouse RD","","Port Saint Joe","FL","32456-5776","314 Firehouse RD","","","Port Saint Joe","FL","32456-5776","850-229-6821","850-227-9413","GULF                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","10","0","0","2",""
"17021","Oviedo Fire Rescue","1934 W County Road 419","","Chuluota","FL","32766","1934 W County Road 419","","","Chuluota","FL","32766-9562","407-971-5611","","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","https://www.cityofoviedo.net/node/43","3","51","0","0","2","0","Yes"
"33061","Pace Fire Rescue District","4773 Pace Patriot BLVD","","Pace","FL","32571-1176","4773 Pace Patriot BLVD","","","Pace","FL","32571-1176","850-994-6884","850-994-3683","SANTA ROSA               ","Mostly Career","Local (includes career  combination  and volunteer)","http://www.pacefirerescuedistrict.com/","4","17","10","0","2","10","No"
"19042","Palm Bay Fire-Rescue","899 Carlyle AVE SE","","Palm Bay","FL","32909-4524","899 Carlyle AVE SE","","","Palm Bay","FL","32909-4524","321-409-6366","321-409-6382","BREVARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.palmbayflorida.org/","5","122","0","0","15","3","Yes"
"06301","Palm Beach County Fire Rescue","405 Pike Rd","","West Palm Beach","FL","33411-3815","405 Pike RD","","","West Palm Beach","FL","33411-3815","(561) 616-7000","(561) 616-7080","PALM BEACH               ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.pbcfr.org/","49","1400","50","0","169","50",""
"06202","Palm Beach Fire- Rescue Department","300 N County RD","","Palm Beach","FL","33480","","","PO Box 2029","Palm Beach","FL","33480-2029","561-838-5420","561-838-5408","PALM BEACH               ","Career","Local (includes career  combination  and volunteer)","https://www.townofpalmbeach.com/Index.aspx?NID=225","3","67","0","0","3","0","No"
"06042","Palm Beach Gardens Fire Rescue","10500 N Military TRL","","Palm Beach Gardens","FL","33410-4628","10500 N Military TRL","","","Palm Beach Gardens","FL","33410-4628","561-799-4300","561-799-4399","PALM BEACH               ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.pbgfl.com/content/74/112/2730/default.aspx","5","114","25","0","5","0","Yes"
"06222","Palm Beach Shores Volunteer Fire Department","247 Edward LN","","Palm Beach Shores","FL","33404-5718","247 Edward LN","","","Palm Beach Shores","FL","33404-5718","(561) 844-4807","(561) 863-1350","PALM BEACH               ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","17","0","0","4",""
"61041","Palm Coast Fire Department","1250 Belle Terre PKWY","","Palm Coast","FL","32164-2379","1250 Belle Terre PKWY","","","Palm Coast","FL","32164-2379","386-986-2300","386-986-2305","FLAGLER                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.palmcoastgov.com/","5","57","33","0","2","25","Yes"
"04092","Palm Harbor Special Fire Control & Rescue District","250 W Lake RD","","Palm Harbor","FL","34684","250 W Lake RD","","","Palm Harbor","FL","34684-3909","727-784-0454","727-784-0454","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://www.palmharborfd.com","4","61","0","0","6","0","No"
"06021","Palm Springs Public Safety","400 Davis RD","","Palm Springs","FL","33461","400 Davis RD","","","Palm Springs","FL","33461","561-968-8243","561-968-4933","PALM BEACH               ","Mostly Career","Local (includes career  combination  and volunteer)","www.villageofpalmsprings.org","1","27","4","2","10","3",""
"","Palmdale Volunteer Fire Department","9505 W Main ST","","Palmdale","FL","33944","","","PO Box 136","Palmdale","FL","33944","(863) 674-1151","","GLADES                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","0","5","0","1",""
"23012","Panama City Beach Fire Department","17121 Panama City Beach PKWY","","Panama City Beach","FL","32413","17121 Panama City Beach PKWY","","","Panama City Beach","FL","32413-5227","850-233-5120","850-233-5122","BAY                      ","Career","Local (includes career  combination  and volunteer)","https://www.pcbfire.com/","2","32","0","0","0","0","Yes"
"23032","Panama City Fire Department","600 E Highway 98","","Panama City","FL","32401-3612","600 E Highway 98","","","Panama City","FL","32401-3612","850-872-3055","850-872-3058","BAY                      ","Career","Local (includes career  combination  and volunteer)","https://pcgov.org/","5","78","0","0","6","0","No"
"23042","Parker Fire Department","4534 E Highway 98","","Parker","FL","32404-6521","4534 E Highway 98","","","Panama City","FL","32404-6521","850-871-4313","850-871-9147","BAY                      ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.cityofparker.com/fire.asp","1","3","16","0","0","0","Yes"
"10081","Parkland Public Safety Department","6600 University DR","","Parkland","FL","33067-2500","6600 University DR","","","Parkland","FL","33067-2500","(954) 753-5050","(954) 753-4529","BROWARD                  ","Mostly Career","Local (includes career  combination  and volunteer)","","1","33","0","25","17","0",""
"15081","Parrish Fire District","12132 US Highway 301 N","","Parrish","FL","34219-8473","12132 US Highway 301 N","","","Parrish","FL","34219-8473","941-721-2093","941-721-2095","MANATEE                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","2","9","17","10","1","7","No"
"28042","Pasco County Fire Rescue","4111 Land O' Lakes BLVD STE 208","","Land O' Lakes","FL","34639","4111 Land O' Lakes BLVD STE 208","","","Land O' Lakes","FL","34639-4402","813-929-2750","813-929-2756","PASCO                    ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.pascocountyfl.net/firerescue","27","437","208","0","29","0","No"
"FA009","Patrick Air Force Base","950 S Patrick DR","","Cocoa Beach","FL","32925","950 S Patrick DR","","","Cocoa Beach","FL","32925","(321) 494-6805","(321) 494-6645","BREVARD                  ","Career","Federal government (Department of Defense)","","1","58","0","0","2","0",""
"10082","Pembroke Pines Fire & Rescue","9500 Pines BLVD","","Pembroke Pines","FL","33024-6258","9500 Pines BLVD","","","Pembroke Pines","FL","33024-6258","954-435-6700","954-435-6713","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.ppines.com/","6","203","0","0","31","0","No"
"48051","Penney Farms Volunteer Fire Department","4001 Clark AVE","PO Box 607","Penney Farms","FL","32079-0607","","","PO Box 607","Penney Farms","FL","32079-0607","(904) 529-9078","(904) 284-4951","CLAY                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","6","0","0","0",""
"09022","Pensacola Fire Department","475 E Strong ST","","Pensacola","FL","32501-3295","475 E Strong ST","","","Pensacola","FL","32501-3295","850-436-5200","850-436-5206","ESCAMBIA                 ","Career","Local (includes career  combination  and volunteer)","https://www.pensacolafire.com/","6","118","0","0","3","0","Yes"
"37012","Perry Fire Department","224 S Jefferson ST","PO Box 1907","Perry","FL","32348-7306","","","PO Box 1907","Perry","FL","32348-7306","(850) 584-3311","","TAYLOR                   ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","11","11","0","0","0",""
"51091","Pine Log Community Volunteer Fire & Rescue Inc.","1652 N HWY 81","","Westville","FL","32464","1652 N HWY 81","","","Westville","FL","32464","850-548-5017","","HOLMES                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","7","0","0","6",""
"04062","Pinellas Park Fire Department","11350 N 43rd ST","","Pinellas Park","FL","33780-1100","11350 N 43rd ST","","PO Box 1100","Pinellas Park","FL","33780-1100","727-541-0712","727-541-0817","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://www.pinellas-park.com/government/departments/fire/","4","91","0","0","8","0",""
"04011","Pinellas Suncoast Fire & Rescue District","304 1ST ST","","Indian Rocks Beach","FL","33785-2508","304 1ST ST","","","Indian Rocks Beach","FL","33785-2508","727-595-1117","727-595-5879","PINELLAS                 ","Career","Independent Special Fire District","https://psfrd.org/","3","37","0","0","6","0","Yes"
"49051","Pioneer Plantation Volunteer Fire District","2499 Hendry Isles BLVD","","Clewiston","FL","33440","2499 Hendry Isles BLVD","","PO Box 1290","Clewiston","FL","33440-5817","863-983-1488","","HENDRY                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","10","0","0","0",""
"27111","Placid Lakes Volunteer Fire Department","300 Washington BLVD NW","PO Box 1538","Lake Placid","FL","33852","","","PO Box 1538","Lake Placid","FL","33862-1538","(863) 465-7805","(863) 465-3156","HIGHLANDS                ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","16","0","0","1",""
"03032","Plant City Fire Rescue","604 E Alexander ST","","Plant City","FL","33563","","","PO Box C","Plant City","FL","33564-9003","813-757-9131","813-757-9133","HILLSBOROUGH             ","Career","Local (includes career  combination  and volunteer)","","2","43","0","0","1","0","Yes"
"10031","Plantation Fire Department","550 NW 65TH AVE","","Plantation","FL","33317-1702","550 NW 65TH AVE","","","Plantation","FL","33317-1702","954-797-2150","954-797-2136","BROWARD                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.plantation.org/psd/Fire/index.html","6","51","200","0","18","6","Yes"
"05102","Polk County Fire Rescue","2470 Clower Lane","","Bartow","FL","33830","","","PO Box 1458","Bartow","FL","33831-1458","863-519-7350","863-534-0379","POLK                     ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.polk-county.net/","45","343","64","0","208","10","Yes"
"22071","Pomona Park & Lake Como Volunteer Fire Department  Inc.","109 Worcester RD","PO Box 1","Pomona Park","FL","32181","","","PO Box 1","Pomona Park","FL","32181-0001","386-649-4397","386-649-6747","PUTNAM                   ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","7","0","0","12","No"
"10172","Pompano Beach Fire Rescue","120 SW 3RD ST","","Pompano Beach","FL","33060","","","PO Box 1300","Pompano Beach","FL","33061-1300","954-786-4510","954-786-4347","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://pompanobeachfl.gov/pages/department_directory/fire_department/fire_rescue/fire_rescue.html.ph","6","199","0","0","33","0","Yes"
"51061","Ponce De Leon Volunteer Fire/Rescue","1508 Skelton ST","PO Box 96","Ponce De Leon","FL","32455-0214","1580 Highway 90","","PO Box 96","Ponce De Leon","FL","32455-6814","(850) 836-4561","(850) 836-4843","HOLMES                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","8","0","0","4",""
"08162","Ponce Inlet Fire Rescue","4680 S Peninsula DR","","Ponce Inlet","FL","32127","4680 S Peninsula DR","","","Ponce Inlet","FL","32127","(386) 322-6720","(386) 322-6717","VOLUSIA                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.ponce-inlet.org/Pages/PonceInletFL_Fire/index","1","9","3","0","1","5",""
"08122","Port Orange Fire & Rescue","1090 City Center BLVD","","Port Orange","FL","32129","1090 City Center BLVD","","","Port Orange","FL","32129-9614","386-509-5900","386-756-5405","VOLUSIA                  ","Career","Local (includes career  combination  and volunteer)","https://www.port-orange.org/","5","63","0","0","3","0","Yes"
"28041","Port Richey Fire Department","7824 Grand BLVD","","Port Richey","FL","34668-6559","7824 Grand BLVD","","","Port Richey","FL","34668-6559","727-816-1929","727-816-1928","PASCO                    ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.cityofportrichey.com/new/dept-fire-14","1","8","15","0","0","10","Yes"
"21022","Quincy Fire Department","20 N Steward ST","","Quincy","FL","32351","20 N Steward ST","","","Quincy","FL","32351","(850) 875-7315","(850) 875-7318","GADSDEN                  ","Mostly Career","Local (includes career  combination  and volunteer)","","1","24","3","0","1","0",""
"14061","Rainbow Lakes Fire Department","3105 SW Ivy PL","","Dunnellon","FL","34431-3427","3105 SW Ivy PL","","","Dunnellon","FL","34431-3427","352-465-0558","352-465-0558","MARION                   ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","17","0","0","1","No"
"07102","Reedy Creek Emergency Services","651 E Buena Vista  DR","","Lake Buena Vista","FL","32830","","","PO Box 10170","Lake Buena Vista","FL","32830-0170","407-560-1963","407-560-1959","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","https://www.rcid.org/","4","129","0","0","99","0","Yes"
"41091","River Road Community Volunteer Fire Department","3368 Henry Lee RD","","Hilliard","FL","32046","","","PO Box 5030","Callahan","FL","32011","(904) 879-3361","(904) 879-3922","NASSAU                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","16","0","0","7",""
"06242","Riviera Beach Fire Rescue","600 Blue Heron BLVD W STE 4","","Riviera Beach","FL","33404","600 Blue Heron BLVD W STE 4","","","Riviera Beach","FL","33404-4397","561-845-4104","561-845-4137","PALM BEACH               ","Career","Local (includes career  combination  and volunteer)","https://www.rivierabch.com/","4","76","0","0","2","0","Yes"
"19132","Rockledge Fire & Emergency Services","1800 Rockledge BLVD","","Rockledge","FL","32955-2856","1800 Rockledge BLVD","","","Rockledge","FL","32955-2856","321-690-3968","","BREVARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.cityofrockledge.org/","3","39","0","0","1","0","Yes"
"04102","Safety Harbor Fire Department","700 Main ST","","Safety Harbor","FL","34695-3553","700 Main ST","","","Safety Harbor","FL","34695-3553","727-724-1520","727-724-1575","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","","2","29","0","0","0","0","Yes"
"26022","Saint Cloud Fire Rescue Department","900 Minnesota AVE","","Saint Cloud","FL","34769","900 Minnesota AVE","","","Saint Cloud","FL","34769-3257","407-957-8480","407-957-8491","OSCEOLA                  ","Career","Local (includes career  combination  and volunteer)","https://www.stcloud.org","3","53","0","0","4","0","Yes"
"20151","Saint Johns County Fire Rescue","4455 AVE A STE 100","","Saint  Augustine","FL","32095","4455 AVE A STE 100","","","Saint  Augustine","FL","32095","(904) 823-2526","(904) 823-2530","SAINT JOHNS              ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.co.st-johns.fl.us","18","175","25","80","25","30",""
"04112","Saint Petersburg Fire & Rescue Station","400 Dr M L King Jr ST S","","St  Petersburg","FL","33701","400 Dr M L King Jr ST S","","PO Box 2842","St  Petersburg","FL","33701-2842","727-893-7694","727-893-7935","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://www.stpete.org","13","324","0","0","24","0",""
"18011","San Carlos Park Fire Protection & Rescue Service District","19591 Ben Hill Griffin PKWY","","Fort Myers","FL","33913-8989","19591 Ben Hill Griffin PKWY","","","Fort Myers","FL","33913-8989","239-267-7525","239-267-7505","LEE                      ","Career","Local (includes career  combination  and volunteer)","https://www.sancarlosfire.org/index.html","3","52","0","0","3","0","No"
"17012","Sanford Fire Department","1303 William Clark AVE","","Sanford","FL","32771-3234","1303 William Clark AVE","","","Sanford","FL","32771-3234","407-688-5040","407-688-5041","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","https://www.sanfordfl.gov/index.aspx?page=64","3","80","0","0","2","0","Yes"
"18071","Sanibel Fire & Rescue District","2351 Palm Ridge RD","","Sanibel","FL","33957","2351 Palm Ridge RD","","","Sanibel","FL","33957-3204","239-472-5525","239-472-2422","LEE                      ","Mostly Career","Local (includes career  combination  and volunteer)","http://sanibelfire.com/","2","25","10","0","3","0","No"
"16082","Sarasota Bradenton International Airport Fire Department","Sarasota Manatee Airport Authority","6000 Airport CIR","Sarasota","FL","34243","Sarasota Manatee Airport Authority","6000 Airport CIR","","Sarasota","FL","34243-2105","941-359-5200","941-359-5048","SARASOTA                 ","Career","Transportation authority or airport fire department","https://www.srq-airport.com/","1","16","0","0","0","0","Yes"
"16072","Sarasota County Fire Department","1600 Ringling BLVD","","Sarasota","FL","34236-6870","1600 Ringling BLVD","","","Sarasota","FL","34236-6870","(941) 861-5300","(941) 861-7194","SARASOTA                 ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.scgov.net/Fire/Pages/default.aspx","22","380","100","0","84","0",""
